Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Total Range,PHEV Type,Notes,Drivetrain
11962,41,1,237,27,Model S AWD - 75D,2018,102,105,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2);
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11963,41,1,237,27,Model S AWD - P100D,2018,92,105,,,,,Auto,e-motor,193 kW and 375 kW electric motor,,"193 kW and 375 kW electric motors;
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11959,41,1,237,29,Model X AWD - 100D,2018,86,89,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motors (X2);
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11958,41,1,237,29,Model X AWD - 75D,2018,91,95,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2);
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11961,41,1,237,29,Model X AWD - P100D,2018,83,89,,,,,Auto,e-motor,193 kW and 375 kW electric motor,,"193 kW and 375 kW electric motors;
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11636,41,1,211,27,i3 BEV,2017,137,111,,,,,Auto,SI,125 kW,,125 kW electric motor - 60 Amp-hour battery,BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11637,41,1,211,27,i3 BEV,2017,129,106,,,,,Auto,SI,125 kW ,,125 kW electric motor - 94 Amp-hour battery,BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11813,41,1,410,27,e6,2017,73,71,,,,,Auto,SI,,,,BYD Motors,http://www.byd.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11638,41,1,215,27,Bolt,2017,128,110,,,,,Auto,SI,150 kW,,"150 kW electric motor
60 kWh battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11639,41,1,379,27,500e,2017,121,103,,,,,Auto,SI,82 kW,,"82 kW electric motor
24 kWh battery",Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11765,41,1,219,27,Focus Electric,2017,118,96,,,,,Auto,SI,107 kW,,"107 kW electric motor
34 kWh battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11843,41,1,209,27,Clarity,2017,126,103,,,,,Auto,e-motor,120 kW electric motor,,"120 kW electric motor
82 Ah battery",Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11640,41,1,351,27,Ioniq,2017,150,122,,,,,Auto,SI,,,"88 kW electric motor;
28 kWh battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11768,41,1,361,27,Soul,2017,120,92,,,,,Auto,SI,81 kW ,,"81 kW electric motor
27 kWh battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11641,41,1,239,27,B250e,2017,85,82,,,,,Auto,SI,132 kW,,"132 kW electric motor
28 kWh battery",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11642,41,1,263,27,i-MiEV,2017,121,102,,,,,Auto,SI,,,49 kW electric motor 16 kW battery,Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11771,41,1,217,27,Leaf,2017,124,101,,,,,Auto,SI,80 kW,,"80 kW electric motor
30 kWh battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11848,41,1,381,27,fortwo electric drive convertable,2017,112,91,,,,,Auto,e-motor,60 kW electric motor,,"60 kW electric motor
51 Ah battery",smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11846,41,1,381,27,fortwo electric drive coupe,2017,124,94,,,,,Auto,e-motor,60 kW electric motor,,"60 kW electric motor
51 Ah battery",smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11852,41,1,237,27,Model 3 Long Range,2017,131,120,,,,,Auto,e-motor,211 kW electric motor,,"211 kW electric motor
230 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11851,41,1,237,27,Model S AWD - 100D,2017,101,102,,,,,Auto,e-motor,193 kW and 375 kW electric motor,,"193 kW and 375 kW electric motors
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11777,41,1,237,27,Model S AWD - 60D,2017,101,107,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2)
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11778,41,1,237,27,Model S AWD - 75D,2017,102,105,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motors (X2)
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11780,41,1,237,27,Model S AWD - P100D,2017,92,105,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2)
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11779,41,1,237,27,Model S AWD - P90D,2017,92,100,,,,,Auto,e-motor,193 kW and 375 kW electric motor,,"193 kW and 375 kW electric motors
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11781,41,1,237,27,Model S RWD 60 kWh,2017,98,101,,,,,Auto,e-motor,285 kW electric motor,,"285 kW electric motor
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11782,41,1,237,27,Model S RWD 75 kWh,2017,97,100,,,,,Auto,e-motor,285 kW electric motor,,"285 kW electric motor
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11850,41,1,237,27,Model S RWD 90D,2017,102,107,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2)
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11960,41,1,237,29,Model X AWD - 100D,2017,86,89,,,,,Auto,e-motor,193 kW and 193 kW electric motor,,"193 kW and 193 kW electric motors;
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11812,41,1,237,29,Model X AWD - 60D,2017,91,94,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2)
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11773,41,1,237,29,Model X AWD - 75D,2017,91,95,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2)
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11774,41,1,237,29,Model X AWD - 90D,2017,90,94,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motors (X2)
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11775,41,1,237,29,Model X AWD - P100D,2017,81,92,,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW and 375 kW electric motors
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11776,41,1,237,29,Model X AWD - P90D,2017,89,90,,,,,Auto,e-motor,193 kW and 375 kW electric motor,,"193 kW and 375 kW electric motor (X2)
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11644,41,1,347,27,e-Golf,2017,119,111,,,,,Auto,SI,,,"100 kW electric motor;
36 kWh battery",Volkswagen,http://www.vw.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11598,41,1,211,27,i3,2016,137,111,,,,,Auto,SI,125 kW ,,125 kW electric motor 21 kWh battery,BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11599,41,1,215,27,Spark,2016,128,108,,,,,Auto,SI,104 kW,,104 kW electric motor 20 kWh battery,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11600,41,1,379,27,500e,2016,122,108,,,,,Auto,SI,83kW,,83kW electric motor 24 kWh battery,Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11601,41,1,219,27,Focus,2016,110,99,,,,,Auto,SI,107 kW,,107 kW electric motor 23 kWh battery,Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11603,41,1,239,27,B250e,2016,85,82,,,,,Auto,SI,132 kW,,132 kW electric motor 28 kWh battery,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11604,41,1,263,27,i-MiEV,2016,126,99,,,,,Auto,SI,49 kW,,49 kW electric motor 16 kWh battery,Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11605,41,1,217,27,Leaf,2016,126,101,,,,,Auto,SI,80 kW,,80 kW electric motor 24 kWh battery,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11606,41,1,381,27,fortwo,2016,122,93,,,,,Auto,SI,55 kW,,55 kW electric motor 17.6 kWh battery,smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11607,41,1,237,27,Model S,2016,88,90,,,,,Auto,SI,285 kW,,285 kW electric motor 70 kWh battery,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11608,41,1,237,27,Model S AWD,2016,95,106,,,,,Auto,SI,350/285 kW,,350/285 kW electric motor 90 kWh battery,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11609,41,1,237,29,Model X AWD 90D,2016,90,94,,,,,Auto,SI,193/193 kW,,193/193 kW electric motor 90 kWh battery,Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11610,41,1,237,29,Model X AWD P90D,2016,89,90,,,,,Auto,SI,193/375 kW,,193/375 kW electric motor 90 kWh battery,Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,,,,,
11611,41,1,347,27,e-Golf,2016,126,105,,,,,Auto,SI,85 kW,,85 kW electric motor 24.2 kWh battery,Volkswagen,http://www.vw.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11344,41,1,211,27,i3,2015,137,111,,,,,Auto,,125 kW,,"125 kW electric motor, 21 kWh battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11345,41,1,215,27,Spark,2015,128,109,,,,,Auto,e-motor,104 kW,,"104 kW electric motor, 20 kWh battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11346,41,1,379,27,500e,2015,122,108,,,,,Auto,e-motor,83 kW,,"83kW electric motor, 24 kWh battery",Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11347,41,1,219,27,Focus,2015,110,99,,,,,Auto,e-motor,107 kW,,"107 kW electric motor, 23 kWh battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11349,41,1,361,27,Soul,2015,120,92,,,,,Auto,e-motor,50 kW,,"50 kW electric motor, 16.4 kWh battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11350,41,1,239,27,B-Class Electric,2015,85,83,,,,,Auto,e-motor,132 kW,,"132 kW electric motor, 28 kWh battery",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11351,41,1,263,27,i-MiEV,2015,126,99,,,,,Auto,e-motor,49 kW,,"49 kW electric motor, 16 kWh battery",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11352,41,1,217,27,Leaf,2015,126,101,,,,,Auto,e-motor,80 kW,,"80 kW electric motor, 24 kWh battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11353,41,1,381,27,fortwo,2015,122,93,,,,,Auto,e-motor,55 kW,,"55 kW electric motor, 17.6 kWh battery",smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11354,41,1,237,27,Model S,2015,94,97,,,,,Auto,e-motor,300 kW,,"300 kW electric motor, 60 kWh battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11356,41,1,347,27,e-Golf,2015,,,,,,,Auto,e-motor,85 kW,,"85 kW electric motor, 24.2 kWh battery",Volkswagen,http://www.vw.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11260,41,1,211,27,i3,2014,,,,,,,Auto,,125,,125 kW electric motor,BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11261,41,1,215,27,Spark,2014,128,109,,,,,Auto,,104,,104 kW electric motor,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11262,41,1,379,27,500e,2014,122,108,,,,,Auto,,83kW,,83kW electric motor,Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11263,41,1,219,27,Focus,2014,110,99,,,,,Auto,,107,,107 kW electric motor,Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11264,41,1,209,27,Fit,2014,132,105,,,,,Auto,,92,,92 kW electric motor,Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11265,41,1,361,27,Soul,2014,,,,,,,Auto,,50,,50 kW electric motor,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11266,41,1,239,27,B-Class Electric,2014,,,,,,,Auto,,100,,100 kW electric motor,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11267,41,1,263,27,i-MiEV,2014,126,99,,,,,Auto,,49,,49 kW electric motor,Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11268,41,1,217,27,Leaf,2014,,,,,,,Auto,,80,,80 kW electric motor,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11269,41,1,353,27,iQ EV,2014,138,105,,,,,Auto,,47,,47 kW electric motor,Scion,http://www.scion.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11270,41,1,381,27,fortwo,2014,122,93,,,,,Auto,,55,,55 kW electric motor,smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11271,41,1,237,27,Model S,2014,94,97,,,,,Auto,,300,,300 kW electric motor,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
11272,41,1,221,29,RAV 4 EV,2014,78,74,,,,,Auto,,115,,115 kW electric motor,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
10474,41,1,363,27,CODA,2013,77,68,,,,,,Electric,100 kW e-motor,,,Coda Automotive,http://www.codaautomotive.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10491,41,1,379,27,500e,2013,116,100,,,,,Auto,,100 kW e-motor,,,Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10492,41,1,219,27,Focus,2013,110,99,,,,,Auto,,107 kW e-motor,,,Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10524,41,1,209,27,FIT EV,2013,132,105,,,,,,,92 kW e-motor,,,Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10540,41,1,263,27,i-MiEV,2013,126,99,,,,,,,49 kW e-motor,,,Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10541,41,1,217,27,Leaf,2013,106,92,,,,,,,80 kW e-motor,,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10557,41,1,353,27,iQ EV,2013,138,105,,,,,Auto,,47 kW e-motor,,,Scion,http://www.scion.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10539,41,1,381,27,fortwo,2013,112,88,,,,,,,55 kW e-motor,,,smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10546,41,1,237,27,Model S,2013,88,90,,,,,Auto,,300 kW e-motor,,,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10556,41,1,221,29,RAV 4 EV,2013,78,74,,,,,Auto,,115 kW e-motor,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
10420,41,1,363,27,CODA,2012,77,68,,,,,Automatic,,100kW e-motor,,,Coda Automotive,http://www.codaautomotive.com/,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10303,41,1,219,27,Focus EV,2012,,,,,,,,105 kW e-motor,,,,Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10304,41,1,219,9,Ford Azure Transit Connect,2012,62,62,,,,,,52 kW e-motor,,,,Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,,,,,
10357,41,1,209,27,Fit EV,2012,,,,,,,3 mode / 1 speed,,,,,Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10371,41,1,263,27,Mitusbishi i,2012,126,99,,,,,,66 kW e-motor,,,,Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10375,41,1,217,27,Leaf,2012,106,92,,,,,Automatic / 1 speed,80 kW e-motor,,,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10378,41,1,237,27,Model S,2012,88,90,,,,,Auto,e-motor,300 kW,,,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10386,41,1,221,29,RAV4 EV,2012,,,,,,,,,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
10389,41,1,241,27,LiFe,2012,,,,,,,,15 kW e-motor,,,,"Wheego Electric Cars, Inc.",,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10200,41,1,219,9,Ford  Azure Transit Connect,2011,62,,,,,,,52 kW e-motor,,,,Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,,,,,
10128,41,1,217,27,Leaf,2011,,,,,,,None,,,,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10058,41,1,217,27,LEAF,2011,0.32,0.37,,,,,None,AC electric motor,,,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
10060,41,1,237,27,Roadster 2.5,2011,0.3,0.3,,,,,,,,,,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
955,41,1,237,27,Roadster,2010,,,,,,,,,,,,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
928,41,1,237,27,Roadster 2.5,2009,,,,,,,,,,,,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
281,41,1,319,9,Citivan,2004,800,800,,,,,Single-speed automatic,110kW Solectria AC Induction Direct-Drive,,,,Solectria,http://www.solectria.com,Van,ELEC,Electric,Dedicated,,,,,
264,41,1,219,27,TH!NK City,2003,,,,,,,,Three-phase AC induction,,,,Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
279,41,1,217,27,Altra EV,2003,26,29,,,,,transaxle w/2-stage gear set,Permanent Magnet Synchronous Motor,,0,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
280,41,1,217,27,Hypermini,2003,,,,,,,,Neodymium Magnet AC Synchronous,,,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
572,41,1,319,9,Citivan,2003,800,800,,,,,Single-speed automatic,110kW Solectria AC Induction Direct-Drive,,,,Solectria,http://www.solectria.com,Van,ELEC,Electric,Dedicated,,,,,
262,41,1,221,29,RAV4-EV,2003,27,34,,25,31,,Single speed,Permanent-Magnet 50 kW DC,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
183,41,1,219,25,Ranger EV(Lead Acid),2002,38,44,,17,22,,single-speed,"High Efficiency, liquid cooled, 3-phase 67 kW AC induction",,,,Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,,,,,
169,41,1,219,27,Th!NK City,2002,,,,,,,,Three-phase AC induction,,,,Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
206,41,1,217,27,Altra EV,2002,26,29,,,,,transaxle w/2-stage gear set,Permanent Magnet Synchronous Motor,,0,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
207,41,1,217,27,Hypermini,2002,,,,,,,,Neodymium Magnet AC Synchronous,,,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
208,41,1,319,9,Citivan,2002,,,,,0,,Type Single-speed automatic,70kW Solectria AC Induction Direct-Drive,,,,Solectria,http://www.solectria.com,Van,ELEC,Electric,Dedicated,,,,,
209,41,1,221,29,RAV4-EV,2002,29,37,,22,26,,single speed,Permanent-Magnet 50 kW DC,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
92,41,1,219,25,Ranger EV(Lead Acid),2001,38,44,,,,,single-speed,"High Efficiency, liquid cooled, 3-phase 67 kW AC induction",,,,Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,,,,,
104,41,1,317,27,EV1-Lead Acid,2001,26,26,,,,,single speed w/dual reduction,"Three Phase, Alternating Current, AC Induction",,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
105,41,1,317,27,EV1-NiMH,2001,34,30,,,,,single speed w/dual reduction,,,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
131,41,1,217,27,Altra EV,2001,26,29,,,,,transaxle w/2-stage gear set,Permanent Magnet Synchronous Motor,,0,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
570,41,1,217,27,Hypermini (CA only),2001,,,,,,,,Neodymium Magnet AC Synchronous,,,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
130,41,1,319,9,Citivan,2001,,,,,0,,Type Single-speed automatic,70kW Solectria AC Induction Direct-Drive,,,,Solectria,http://www.solectria.com,Van,ELEC,Electric,Dedicated,,,,,
128,41,1,319,25,Flash,2001,,,,0,0,,"single-speed, fixed ratio",34kW AC Induction Drive,,,,Solectria,http://www.solectria.com,Pickup,ELEC,Electric,Dedicated,,,,,
129,41,1,319,27,Force,2001,13.7,,,30,34,,"single-speed, fixed ratio",,,,,Solectria,http://www.solectria.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
123,41,1,221,27,E-COM,2001,,,,,,,,Permanent-Magnet,,,,Toyota,http://www.toyota.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
122,41,1,221,29,RAV4-EV,2001,29,37,,22,26,,single speed,Permanent-Magnet 50 kW DC,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
579,41,1,215,25,Chevrolet S-10 NiMH,2000,94,86,,16,21,,single-speed,,,,,Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,Dedicated,,,,,
578,41,1,215,25,Chevrolet S-10 PbA,2000,45,41,,16,21,,single-speed,,,,,Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,Dedicated,,,,,
79,41,1,223,9,Voyager EPIC,2000,67,73,,20,26,,single-speed,,,,,Chrysler,http://www.chrysler.com,Van,ELEC,Electric,Dedicated,,,,,
75,41,1,225,9,Caravan EPIC,2000,67,,,,26,,single-speed,,,,,Dodge,http://www.dodge.com,Van,ELEC,Electric,Dedicated,,,,,
73,41,1,219,25,Ranger EV-NiMH PbA,2000,38,44,,19,26,,single-speed,,,,,Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,,,,,
580,41,1,219,27,Th!NK City-sel mrkts,2000,,,,,,,,Three-phase AC induction,,,,Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
577,41,1,317,27,EV1-Lead Acid,2000,26,26,,,,,single speed w/dual reduction,"Three Phase, Alternating Current, AC Induction",,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
576,41,1,317,27,EV1-NiMH,2000,34,30,,,,,single speed w/dual reduction,,,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
81,41,1,217,27,Altra EV,2000,26,29,,0,0,,transaxle w/2-stage gear set,,,0,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
83,41,1,319,25,Flash,2000,,,,0,0,,"single-speed, fixed ratio",,,,,Solectria,http://www.solectria.com,Pickup,ELEC,Electric,Dedicated,,,,,
84,41,1,319,27,Force NiCd PbA NiMH,2000,13.7,,,30,34,,"single-speed, fixed ratio",,,,,Solectria,http://www.solectria.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
82,41,1,221,29,RAV4-EV,2000,29,37,,22,26,,single speed,,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
44,41,1,215,25,Chevrolet S-10 L/A,1999,45,41,,16,21,,single-speed,,,,,Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,Dedicated,,,,,
53,41,1,215,25,Chevrolet S-10 NiMH,1999,94,86,,16,21,,single-speed,,,,,Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,Dedicated,,,,,
